ts,hypothesis,arm,market,tf,n_trades,pf,sharpe,expected_days,pass_rate,null_margin,verdict,prereg,params,note
2026-09-18T10:29:09+00:00,FEED-DFII10,DFII10.change5.GBPUSD.h1,GBPUSD,1d,192,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-GBPUSD-20260918-102909.md,"{""candidate_key"": ""DFII10|change|5|1|GBPUSD|1|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -4.324, ""hold"": 1, ""lag"": 1, ""median_bps"": -3.787, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T10:29:09+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.GBPUSD.h1,GBPUSD,1d,141,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-GBPUSD-20260918-102909.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|GBPUSD|1|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 0.004, ""hold"": 1, ""lag"": 1, ""median_bps"": -2.659, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}",effect 0.0 under the 0.8 bar
2026-09-18T10:29:09+00:00,FEED-GVZ,GVZ.level-.XAUUSD.h3,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-102909.md,"{""candidate_key"": ""GVZ|level|0|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 3, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T10:29:09+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.GBPUSD.h1,GBPUSD,1d,190,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-GBPUSD-20260918-102909.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|GBPUSD|1|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -1.3, ""hold"": 1, ""lag"": 1, ""median_bps"": -2.945, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T10:29:09+00:00,FEED-T10YIE,T10YIE.change5.GBPUSD.h3,GBPUSD,1d,207,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-GBPUSD-20260918-102909.md,"{""candidate_key"": ""T10YIE|change|5|1|GBPUSD|3|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -5.655, ""hold"": 3, ""lag"": 1, ""median_bps"": -2.932, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.7}","response not monotone, rho -0.70"
2026-09-18T10:29:09+00:00,FEED-VIX,VIX.change5.GBPUSD.h3,GBPUSD,1d,155,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-GBPUSD-20260918-102909.md,"{""candidate_key"": ""VIX|change|5|1|GBPUSD|3|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -7.901, ""hold"": 3, ""lag"": 1, ""median_bps"": -20.274, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T10:29:09+00:00,FEED-VIX3M,VIX3M.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-EURUSD-20260918-102909.md,"{""candidate_key"": ""VIX3M|change|5|1|EURUSD|20|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 47.594, ""hold"": 20, ""lag"": 1, ""median_bps"": 77.899, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","response not monotone, rho 0.00"
2026-09-18T10:29:09+00:00,FEED-VIX_TERM,VIX_TERM.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-EURUSD-20260918-102909.md,"{""candidate_key"": ""VIX_TERM|change|5|1|EURUSD|20|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 28.264, ""hold"": 20, ""lag"": 1, ""median_bps"": 51.893, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","response not monotone, rho 0.00"
2026-09-18T10:39:09+00:00,FEED-DFII10,DFII10.change5.GBPUSD.h3,GBPUSD,1d,192,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-GBPUSD-20260918-103909.md,"{""candidate_key"": ""DFII10|change|5|1|GBPUSD|3|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -2.57, ""hold"": 3, ""lag"": 1, ""median_bps"": 7.778, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.2}",mean and median disagree in sign - skew trap
2026-09-18T10:39:09+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.GBPUSD.h3,GBPUSD,1d,140,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-GBPUSD-20260918-103909.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|GBPUSD|3|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -5.416, ""hold"": 3, ""lag"": 1, ""median_bps"": -5.481, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T10:39:09+00:00,FEED-GVZ,GVZ.level-.XAUUSD.h5,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-103909.md,"{""candidate_key"": ""GVZ|level|0|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 5, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T10:39:09+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.GBPUSD.h3,GBPUSD,1d,190,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-GBPUSD-20260918-103909.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|GBPUSD|3|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 1.797, ""hold"": 3, ""lag"": 1, ""median_bps"": 3.523, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T10:39:09+00:00,FEED-T10YIE,T10YIE.change5.GBPUSD.h5,GBPUSD,1d,178,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-GBPUSD-20260918-103909.md,"{""candidate_key"": ""T10YIE|change|5|1|GBPUSD|5|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -13.851, ""hold"": 5, ""lag"": 1, ""median_bps"": -13.29, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.2}","response not monotone, rho -0.20"
2026-09-18T10:39:09+00:00,FEED-VIX,VIX.change5.GBPUSD.h5,GBPUSD,1d,154,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-GBPUSD-20260918-103909.md,"{""candidate_key"": ""VIX|change|5|1|GBPUSD|5|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -11.473, ""hold"": 5, ""lag"": 1, ""median_bps"": -27.641, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T10:39:09+00:00,FEED-VIX3M,VIX3M.change5.GBPUSD.h1,GBPUSD,1d,147,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-GBPUSD-20260918-103909.md,"{""candidate_key"": ""VIX3M|change|5|1|GBPUSD|1|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -4.569, ""hold"": 1, ""lag"": 1, ""median_bps"": -4.165, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T10:39:10+00:00,FEED-VIX_TERM,VIX_TERM.change5.GBPUSD.h1,GBPUSD,1d,173,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-GBPUSD-20260918-103910.md,"{""candidate_key"": ""VIX_TERM|change|5|1|GBPUSD|1|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -4.273, ""hold"": 1, ""lag"": 1, ""median_bps"": -3.538, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T10:49:10+00:00,FEED-DFII10,DFII10.change5.GBPUSD.h5,GBPUSD,1d,178,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-GBPUSD-20260918-104910.md,"{""candidate_key"": ""DFII10|change|5|1|GBPUSD|5|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 12.518, ""hold"": 5, ""lag"": 1, ""median_bps"": 19.383, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.5}","response not monotone, rho 0.50"
2026-09-18T10:49:10+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.GBPUSD.h5,GBPUSD,1d,140,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-GBPUSD-20260918-104910.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|GBPUSD|5|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -6.434, ""hold"": 5, ""lag"": 1, ""median_bps"": -2.58, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T10:49:10+00:00,FEED-GVZ,GVZ.level-.XAUUSD.h10,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-104910.md,"{""candidate_key"": ""GVZ|level|0|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 10, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T10:49:10+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.GBPUSD.h5,GBPUSD,1d,178,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-GBPUSD-20260918-104910.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|GBPUSD|5|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 9.45, ""hold"": 5, ""lag"": 1, ""median_bps"": 16.669, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T10:49:10+00:00,FEED-T10YIE,T10YIE.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-GBPUSD-20260918-104910.md,"{""candidate_key"": ""T10YIE|change|5|1|GBPUSD|10|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -44.207, ""hold"": 10, ""lag"": 1, ""median_bps"": -50.579, ""origin"": ""library"", ""p_null"": 0.07, ""rho"": -0.9}","loses to its own shuffle, p=0.070"
2026-09-18T10:49:10+00:00,FEED-VIX,VIX.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-GBPUSD-20260918-104910.md,"{""candidate_key"": ""VIX|change|5|1|GBPUSD|10|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": 7.817, ""hold"": 10, ""lag"": 1, ""median_bps"": 2.696, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T10:49:10+00:00,FEED-VIX3M,VIX3M.change5.GBPUSD.h3,GBPUSD,1d,147,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-GBPUSD-20260918-104910.md,"{""candidate_key"": ""VIX3M|change|5|1|GBPUSD|3|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -3.778, ""hold"": 3, ""lag"": 1, ""median_bps"": -9.339, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.8}","response not monotone, rho -0.80"
2026-09-18T10:49:10+00:00,FEED-VIX_TERM,VIX_TERM.change5.GBPUSD.h3,GBPUSD,1d,172,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-GBPUSD-20260918-104910.md,"{""candidate_key"": ""VIX_TERM|change|5|1|GBPUSD|3|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -8.029, ""hold"": 3, ""lag"": 1, ""median_bps"": -15.104, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T10:59:10+00:00,FEED-DFII10,DFII10.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-GBPUSD-20260918-105910.md,"{""candidate_key"": ""DFII10|change|5|1|GBPUSD|10|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 40.276, ""hold"": 10, ""lag"": 1, ""median_bps"": 48.638, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T10:59:11+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-GBPUSD-20260918-105911.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|GBPUSD|10|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 14.487, ""hold"": 10, ""lag"": 1, ""median_bps"": 24.204, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T10:59:11+00:00,FEED-GVZ,GVZ.level-.XAUUSD.h20,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-105911.md,"{""candidate_key"": ""GVZ|level|0|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 20, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T10:59:11+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-GBPUSD-20260918-105911.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|GBPUSD|10|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 14.768, ""hold"": 10, ""lag"": 1, ""median_bps"": 22.536, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T10:59:11+00:00,FEED-T10YIE,T10YIE.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,PASS,docs/prereg/FEED-T10YIE-GBPUSD-20260918-105911.md,"{""candidate_key"": ""T10YIE|change|5|1|GBPUSD|20|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -77.424, ""hold"": 20, ""lag"": 1, ""median_bps"": -114.747, ""origin"": ""library"", ""p_null"": 0.025, ""rho"": -0.9}",earned a real study
2026-09-18T10:59:11+00:00,FEED-VIX,VIX.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-GBPUSD-20260918-105911.md,"{""candidate_key"": ""VIX|change|5|1|GBPUSD|20|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -4.441, ""hold"": 20, ""lag"": 1, ""median_bps"": -3.568, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T10:59:11+00:00,FEED-VIX3M,VIX3M.change5.GBPUSD.h5,GBPUSD,1d,146,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-GBPUSD-20260918-105911.md,"{""candidate_key"": ""VIX3M|change|5|1|GBPUSD|5|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -1.109, ""hold"": 5, ""lag"": 1, ""median_bps"": -6.454, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T10:59:11+00:00,FEED-VIX_TERM,VIX_TERM.change5.GBPUSD.h5,GBPUSD,1d,172,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-GBPUSD-20260918-105911.md,"{""candidate_key"": ""VIX_TERM|change|5|1|GBPUSD|5|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": -4.437, ""hold"": 5, ""lag"": 1, ""median_bps"": -26.5, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T11:09:11+00:00,FEED-DFII10,DFII10.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-GBPUSD-20260918-110911.md,"{""candidate_key"": ""DFII10|change|5|1|GBPUSD|20|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 30.359, ""hold"": 20, ""lag"": 1, ""median_bps"": 35.729, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T11:09:11+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-GBPUSD-20260918-110911.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|GBPUSD|20|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 27.066, ""hold"": 20, ""lag"": 1, ""median_bps"": 33.92, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T11:09:11+00:00,FEED-GVZ,GVZ.pctile5.XAUUSD.h1,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-110911.md,"{""candidate_key"": ""GVZ|pctile|5|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 1, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T11:09:11+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-GBPUSD-20260918-110911.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|GBPUSD|20|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 13.485, ""hold"": 20, ""lag"": 1, ""median_bps"": 19.995, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.2}","response not monotone, rho 0.20"
2026-09-18T11:09:11+00:00,FEED-T10YIE,T10YIE.change5.USDJPY.h1,USDJPY,1d,216,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-USDJPY-20260918-110911.md,"{""candidate_key"": ""T10YIE|change|5|1|USDJPY|1|+1"", ""cost_bar_bps"": 1.1, ""direction"": 1, ""effect_bps"": 6.256, ""hold"": 1, ""lag"": 1, ""median_bps"": -1.782, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.8}",mean and median disagree in sign - skew trap
2026-09-18T11:09:11+00:00,FEED-VIX,VIX.change5.USDJPY.h1,USDJPY,1d,163,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-USDJPY-20260918-110911.md,"{""candidate_key"": ""VIX|change|5|1|USDJPY|1|+1"", ""cost_bar_bps"": 1.1, ""direction"": 1, ""effect_bps"": -0.769, ""hold"": 1, ""lag"": 1, ""median_bps"": 4.855, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}",effect 0.8 under the 1.1 bar
2026-09-18T11:09:11+00:00,FEED-VIX3M,VIX3M.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-GBPUSD-20260918-110911.md,"{""candidate_key"": ""VIX3M|change|5|1|GBPUSD|10|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": 15.833, ""hold"": 10, ""lag"": 1, ""median_bps"": 12.071, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T11:09:11+00:00,FEED-VIX_TERM,VIX_TERM.change5.GBPUSD.h10,GBPUSD,1d,88,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-GBPUSD-20260918-110911.md,"{""candidate_key"": ""VIX_TERM|change|5|1|GBPUSD|10|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 8.102, ""hold"": 10, ""lag"": 1, ""median_bps"": -6.698, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T11:12:57+00:00,FEED-DFII10,DFII10.change5.USDJPY.h1,USDJPY,1d,194,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-USDJPY-20260918-111257.md,"{""candidate_key"": ""DFII10|change|5|1|USDJPY|1|-1"", ""cost_bar_bps"": 1.1, ""direction"": -1, ""effect_bps"": 3.946, ""hold"": 1, ""lag"": 1, ""median_bps"": 6.851, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T11:12:57+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.USDJPY.h1,USDJPY,1d,143,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-USDJPY-20260918-111257.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|USDJPY|1|-1"", ""cost_bar_bps"": 1.1, ""direction"": -1, ""effect_bps"": 6.656, ""hold"": 1, ""lag"": 1, ""median_bps"": 5.107, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T11:12:57+00:00,FEED-GVZ,GVZ.pctile5.XAUUSD.h3,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-111257.md,"{""candidate_key"": ""GVZ|pctile|5|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 3, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T11:12:57+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.USDJPY.h1,USDJPY,1d,190,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-USDJPY-20260918-111257.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|USDJPY|1|-1"", ""cost_bar_bps"": 1.1, ""direction"": -1, ""effect_bps"": 3.798, ""hold"": 1, ""lag"": 1, ""median_bps"": 2.544, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T11:12:58+00:00,FEED-T10YIE,T10YIE.change5.USDJPY.h3,USDJPY,1d,215,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-USDJPY-20260918-111258.md,"{""candidate_key"": ""T10YIE|change|5|1|USDJPY|3|+1"", ""cost_bar_bps"": 1.1, ""direction"": 1, ""effect_bps"": 12.025, ""hold"": 3, ""lag"": 1, ""median_bps"": 3.82, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T11:12:58+00:00,FEED-VIX,VIX.change5.USDJPY.h3,USDJPY,1d,161,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-USDJPY-20260918-111258.md,"{""candidate_key"": ""VIX|change|5|1|USDJPY|3|+1"", ""cost_bar_bps"": 1.1, ""direction"": 1, ""effect_bps"": -8.338, ""hold"": 3, ""lag"": 1, ""median_bps"": 2.776, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}",mean and median disagree in sign - skew trap
2026-09-18T11:12:58+00:00,FEED-VIX3M,VIX3M.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-GBPUSD-20260918-111258.md,"{""candidate_key"": ""VIX3M|change|5|1|GBPUSD|20|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": 5.22, ""hold"": 20, ""lag"": 1, ""median_bps"": -2.621, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}",mean and median disagree in sign - skew trap
2026-09-18T11:12:58+00:00,FEED-VIX_TERM,VIX_TERM.change5.GBPUSD.h20,GBPUSD,1d,43,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-GBPUSD-20260918-111258.md,"{""candidate_key"": ""VIX_TERM|change|5|1|GBPUSD|20|-1"", ""cost_bar_bps"": 0.82, ""direction"": -1, ""effect_bps"": 7.612, ""hold"": 20, ""lag"": 1, ""median_bps"": 0.107, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T11:52:28+00:00,FEED-DFII10,DFII10.change60.XAUUSD.h10,XAUUSD,1d,33,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAUUSD-20260918-115228.md,"{""candidate_key"": ""DFII10|change|60|1|XAUUSD|10|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 0.0, ""hold"": 10, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""llm"", ""p_null"": null, ""rho"": 0.0}","33 independent events, under 40"
2026-09-18T11:52:29+00:00,FEED-DTWEXBGS,DTWEXBGS.change20.XAUUSD.h5,XAUUSD,1d,50,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAUUSD-20260918-115229.md,"{""candidate_key"": ""DTWEXBGS|change|20|1|XAUUSD|5|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -9.655, ""hold"": 5, ""lag"": 1, ""median_bps"": -38.729, ""origin"": ""llm"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T11:52:29+00:00,FEED-DTWEXBGS,DTWEXBGS.change60.XAGUSD.h5,XAGUSD,1d,58,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAGUSD-20260918-115229.md,"{""candidate_key"": ""DTWEXBGS|change|60|1|XAGUSD|5|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -76.89, ""hold"": 5, ""lag"": 1, ""median_bps"": -64.424, ""origin"": ""llm"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
